Mean Distillation Alpha,action_mean_time,actor_episodes,actor_steps,env_step_mean_time,episode_length,episode_return,evaluator_episodes,evaluator_steps,intrinsic_rewards_mean,intrinsic_rewards_sum,is_eval,learner_steps,learner_time_elapsed,mixture_idx,observe_mean_time,steps_per_second
1.1310937672464503,0.04538646368506088,826,310365,0.4985108653732114,6436,0.0,1,6436,2.1431541985674305,13795.48357617855,0,193,939.8873586654663,0,0.023307670266150982,1.7527515233470161
1.0,0.07120461302785935,930,394419,0.5023636004666784,825,0.0,2,7261,3.6512771385200953,3015.9549164175987,0,234,959.0525064468384,1,0.0300127476290954,1.62606420803851
1.0,0.03943373903118186,931,395304,0.5229182673750472,32,0.0,3,7293,6.2662245297070704,206.78540948033333,0,237,961.0283453464508,2,0.017007264093763297,1.6557575211486448
1.0,0.043290313060905895,1085,457497,0.49722189550325196,1691,0.0,4,8984,3.85169786663977,6517.07279035449,0,317,994.8832793235779,3,0.02182694980189358,1.7720099661041468
1.0,0.03190391660518799,1088,457688,0.41739417800018647,38,0.0,5,9022,9.007081870849316,351.2761929631233,0,318,995.1006331443787,4,0.018478886157984226,2.0461727895741126
1.0,0.03589842791172808,1088,457688,0.39928682994126147,34,0.0,6,9056,8.405218657425472,294.1826530098915,0,318,995.1006331443787,5,0.017807457470553345,2.1168671935640595
1.0,0.05004736519213811,1094,464913,0.5536121306540386,52,0.0,7,9108,10.030379404436868,531.610108435154,0,319,996.0539047718048,6,0.020744294673092484,1.5436829776987426
1.0,0.04088011418948315,1118,484182,0.5057399141263311,95,0.0,8,9203,7.949929499067366,763.1932319104671,0,324,1000.8583710193634,7,0.020608470494717996,1.722088167125362
1.0,0.03710172685313249,1126,487608,0.5845549737352271,34,0.0,9,9237,8.405218657425472,294.1826530098915,0,328,1002.8282887935638,8,0.02327399138250578,1.4904411781612619
1.0,0.05815781488233958,1137,488463,0.525558346705646,34,0.0,10,9271,8.405218657425472,294.1826530098915,0,332,1004.6352288722992,9,0.020545568764699804,1.611017969564749
1.0007740589423713,0.04406124273451966,1570,823506,0.5172469768520418,5021,0.0,11,14292,3.479783783564051,17475.474161058664,0,569,1108.8202912807465,10,0.021439447694092496,1.711184493495236
1.1043777422207157,0.046834424707346285,1595,836405,0.576561022622006,82,0.0,12,14374,9.922782169408109,823.590920060873,0,573,1111.1815874576569,11,0.022858837634153244,1.517203310403303
1.026460720906182,0.043338420587227276,1672,863969,0.5058884094920387,252,0.0,13,14626,5.557978995586101,1406.1686858832836,0,586,1119.0478456020355,12,0.02476001526587973,1.724627326924259
1.0301312316547742,0.04323141790906527,1736,893762,0.5212266103081915,253,0.0,14,14879,6.287377423540813,1596.9938655793667,0,598,1124.634153842926,13,0.02510384411465271,1.683835862255097
