IDM accuracy,IDM loss,RND loss,actor_episodes,actor_steps,evaluator_episodes,evaluator_steps,extrinsic UVFA loss,intrinsic UVFA loss,learner_steps,learner_time_elapsed
0.77500004,0.61148036,0.00011096165,147976,56608892,1492,917157,0.005836135,17.847828,41948,21077.686225891113
0.8,0.5864746,0.000108168926,147978,56609281,1492,917157,0.0075771455,9.252823,41949,21079.58735179901
0.784375,0.6093737,0.00012855341,147978,56609281,1492,917157,0.0051753996,11.029469,41951,21080.825083494186
0.8,0.5995061,0.00013059578,147978,56609281,1492,917157,0.0043765884,11.3328085,41954,21081.939945459366
0.796875,0.6268136,0.00011502677,147978,56609281,1492,917157,0.0054956432,39.12391,41956,21083.03813099861
0.778125,0.7302147,0.00011404114,147978,56609281,1492,917157,0.005095684,43.155296,41959,21084.373726129532
0.784375,0.6646075,0.00010349079,147978,56609281,1492,917157,0.002419775,4.204535,41961,21085.858363866806
0.815625,0.69858867,0.00012130857,147978,56609281,1492,917157,0.0026087705,16.240442,41964,21086.945652484894
0.81875,0.6267044,0.00011936088,147979,56609504,1492,917157,0.006227247,12.262421,41967,21088.0440261364
0.77500004,0.67637587,9.028846e-05,147979,56609504,1492,917157,0.007835379,30.575014,41969,21089.205137968063
0.815625,0.5968056,0.00010139384,147979,56609504,1492,917157,0.0014387949,6.7932835,41971,21090.229752779007
0.734375,0.7446126,0.000109546076,147979,56609504,1492,917157,0.0037657644,27.205395,41975,21091.35685324669
0.83125,0.57837695,9.75217e-05,147979,56609504,1492,917157,0.007900729,18.059988,41978,21092.434319496155
0.796875,0.65214455,0.00011418279,147979,56609504,1492,917157,0.004703919,62.2731,41981,21093.470655441284
0.834375,0.54468185,0.000106346226,147979,56609504,1492,917157,0.0070798183,36.210625,41984,21094.662066698074
0.75625,0.79540104,0.000115095805,147979,56609504,1492,917157,0.003885162,14.215914,41986,21096.0473446846
0.8,0.62165135,9.644613e-05,147979,56609504,1492,917157,0.0046809115,13.139194,41989,21097.382029294968
0.75937504,0.74829733,0.00010740375,147979,56609504,1492,917157,0.007991631,21.444576,41993,21098.761635541916
0.7625,0.7292775,0.00020940155,147979,56609504,1492,917157,0.0067520547,20.669125,41995,21099.97897553444
0.771875,0.75181955,9.6428696e-05,147979,56609504,1492,917157,0.0058807638,10.9709,41998,21101.26438856125
0.8125,0.5561914,0.00011793786,147979,56609504,1492,917157,0.002342369,7.65017,42001,21102.294134378433
0.834375,0.54281056,9.2875685e-05,147980,56609663,1492,917157,0.0021384596,1.876352,42003,21103.29414653778
0.746875,0.7216905,8.815881e-05,147981,56609966,1492,917157,0.0008590621,1.4417455,42007,21104.413625001907
0.78125,0.6062666,9.95525e-05,147981,56609966,1492,917157,0.009797833,16.564602,42009,21105.532001018524
0.828125,0.6021063,0.00011796494,147981,56609966,1492,917157,0.0029303208,4.721937,42013,21106.879948854446
0.80625004,0.61673254,0.000117442294,147982,56610194,1492,917157,0.0016998458,4.711335,42017,21108.614109277725
0.765625,0.6683938,9.546166e-05,147982,56610194,1492,917157,0.0063807303,13.180605,42021,21110.130246400833
0.8,0.5632593,0.000113938426,147982,56610194,1492,917157,0.0017262405,2.4598942,42023,21111.453020095825
0.796875,0.6336426,0.00010703201,147982,56610194,1492,917157,0.0010552998,2.8018577,42026,21112.497851848602
0.784375,0.67144173,9.645034e-05,147982,56610194,1492,917157,0.004212588,4.4540067,42030,21114.08830189705
0.79375,0.6652285,0.000106404026,147982,56610194,1492,917157,0.004974013,16.346857,42034,21115.092705726624
0.75937504,0.73934096,0.0001276886,147982,56610194,1492,917157,0.00096311345,1.0299731,42035,21115.56468105316
0.72812504,0.83127195,0.00013967186,148005,56615334,1492,917157,0.003661846,18.869349,42036,21115.774070501328
0.734375,0.7591282,0.0001523456,148006,56615465,1492,917157,0.0009857932,2.6045427,42037,21116.15683221817
0.7375,0.7975944,0.00013863973,148006,56615465,1492,917157,0.0009230422,2.052773,42038,21116.470623493195
0.73125,0.85544205,0.00014257936,148008,56615970,1492,917157,0.0015705186,4.200364,42039,21116.725491046906
0.715625,0.9498407,0.00013627934,148008,56615970,1492,917157,0.0048041195,26.08527,42041,21117.399895191193
0.746875,0.85021657,0.00011840385,148008,56615970,1492,917157,0.00073947903,2.8997197,42042,21117.787235975266
0.715625,0.8549685,0.00011454701,148008,56615970,1492,917157,0.0012120197,5.687995,42043,21118.047795057297
0.725,0.86105365,0.00013299423,148008,56615970,1492,917157,0.0033599278,7.036466,42044,21118.42475104332
0.75625,0.6968333,0.00011468692,148008,56615970,1492,917157,0.0029800273,4.4124274,42046,21119.360559225082
0.771875,0.7191106,0.00011889362,148011,56616467,1492,917157,0.0027775122,10.454857,42047,21119.944600582123
0.77500004,0.76863855,0.00011676095,148011,56616467,1492,917157,0.0018316188,5.183855,42048,21120.240822076797
0.72812504,0.79460907,0.00010011304,148013,56616710,1492,917157,0.0007061241,1.5280343,42049,21120.89102292061
0.75937504,0.7422928,0.0001380548,148015,56617049,1492,917157,0.0031873644,12.236333,42050,21121.057228565216
0.725,0.8270159,0.00010920327,148026,56619064,1492,917157,0.0016758577,7.025239,42051,21122.00505065918
0.6875,0.9869178,0.00014708813,148035,56620350,1492,917157,0.0034935307,11.250008,42052,21122.386812210083
0.721875,0.93939155,0.00011751143,148037,56620687,1492,917157,0.0009898797,1.8615637,42053,21122.713661909103
