IDM accuracy,IDM loss,RND loss,actor_episodes,actor_steps,evaluator_episodes,evaluator_steps,extrinsic UVFA loss,intrinsic UVFA loss,learner_steps,learner_time_elapsed
0.54375,1.2173903,0.00027036548,156424,62759731,1555,1014830,0.0055002575,24.203735,46651,23290.786439418793
0.609375,1.1118964,0.0002713353,156426,62761045,1555,1014830,0.0048478097,17.144869,46652,23291.786242961884
0.65625,1.0257399,0.0002538554,156427,62761260,1555,1014830,0.003394542,8.8221445,46653,23292.03120303154
0.640625,0.9365593,0.00022556372,156427,62761260,1555,1014830,0.006910872,20.727804,46654,23292.262008428574
0.51875,1.2331346,0.0002194475,156433,62762313,1555,1014830,0.0059506213,18.174864,46655,23293.315996408463
0.596875,1.0898793,0.00020549346,156438,62763111,1555,1014830,0.00684167,38.807785,46656,23293.660580158234
0.596875,1.0919873,0.0002384766,156439,62764171,1555,1014830,0.007007459,24.345829,46657,23294.040726423264
0.575,1.0882841,0.0002103267,156440,62764811,1555,1014830,0.0058076503,12.685929,46658,23294.88191461563
0.590625,1.0879201,0.00022028443,156442,62765711,1555,1014830,0.006518718,15.430187,46659,23295.103625535965
0.621875,1.0128258,0.00026273128,156444,62766811,1555,1014830,0.0048465924,19.510918,46660,23295.562715768814
0.621875,1.0371666,0.00024064342,156448,62767424,1555,1014830,0.0071890713,27.825975,46661,23295.939004659653
0.6625,1.0130898,0.00024396581,156448,62767424,1555,1014830,0.00750747,17.510954,46662,23296.476154088974
0.621875,1.0426241,0.00017023271,156452,62769243,1555,1014830,0.004726123,9.943247,46663,23297.499037981033
0.6,1.0824461,0.00029258538,156454,62769411,1555,1014830,0.006024942,25.350502,46664,23298.11031270027
0.590625,1.137659,0.00023110541,156457,62776497,1555,1014830,0.0053690183,13.950932,46665,23298.317210674286
0.60312504,1.1127285,0.0002307286,156469,62786279,1555,1014830,0.0054597906,11.294609,46666,23298.632108211517
0.5125,1.1752385,0.0001963087,156469,62786279,1555,1014830,0.0042432034,10.279111,46668,23300.333084106445
0.684375,0.942239,0.0002827884,156470,62786412,1555,1014830,0.007453917,24.716608,46671,23301.09599018097
0.60312504,1.1165738,0.00027025357,156472,62786927,1555,1014830,0.0065121646,14.293634,46672,23301.64392066002
0.625,0.9955163,0.00023443704,156475,62788429,1555,1014830,0.0074047614,22.638765,46673,23302.211581707
0.609375,1.0909032,0.00019266468,156479,62796219,1555,1014830,0.0043298416,18.154194,46674,23302.375940799713
0.5625,1.1525306,0.00026819934,156479,62796219,1555,1014830,0.009991309,39.908325,46675,23302.794981718063
0.58750004,1.0084,0.0002551059,156481,62796799,1555,1014830,0.0068058027,19.924435,46676,23303.173526763916
0.58125,1.1594735,0.00026891285,156483,62797038,1555,1014830,0.005705067,15.457138,46677,23303.650280475616
0.625,1.0679924,0.00026706868,156483,62797038,1555,1014830,0.0042018867,27.182621,46678,23304.012335062027
0.590625,1.1266234,0.00024281291,156489,62799425,1555,1014830,0.005624114,11.205253,46679,23304.501806020737
0.55,1.2477374,0.0003414908,156489,62799425,1555,1014830,0.0026256146,21.925392,46680,23305.028117656708
0.615625,0.95931494,0.00023208903,156492,62800159,1555,1014830,0.010747565,31.046959,46681,23305.22484946251
0.63437504,0.9641306,0.0002364859,156492,62800159,1555,1014830,0.009313913,19.157022,46683,23305.84487748146
0.578125,1.0593913,0.00029269536,156494,62800536,1555,1014830,0.006653377,21.797947,46685,23306.545026540756
0.546875,1.0989183,0.0002128833,156495,62800695,1555,1014830,0.0063232873,15.221198,46686,23306.73987674713
0.584375,1.0445216,0.00021560109,156495,62800695,1555,1014830,0.0049940925,14.993234,46687,23307.16312789917
0.596875,1.1112367,0.00023845401,156501,62803364,1555,1014830,0.007684362,17.145027,46688,23307.35833621025
0.63125,0.9816324,0.00027576348,156502,62803572,1555,1014830,0.0075168316,18.893684,46690,23307.890266656876
0.578125,1.0632659,0.00028439518,156502,62803572,1555,1014830,0.01274248,27.451551,46691,23308.325057029724
0.628125,0.9915951,0.00021740748,156508,62804592,1555,1014830,0.006512745,15.311447,46692,23309.01184797287
0.60625,1.0068674,0.00021013473,156508,62804592,1555,1014830,0.0070788097,24.325241,46693,23310.316657066345
0.61875004,1.0446273,0.00028220288,156508,62804592,1555,1014830,0.0048613586,14.626968,46694,23310.71858024597
0.58125,1.0771142,0.00022524211,156509,62804720,1555,1014830,0.0069473623,19.74461,46695,23310.962748527527
0.60312504,1.1776432,0.00020834606,156510,62811470,1555,1014830,0.0051547973,20.020857,46696,23311.388135671616
0.64375,0.920444,0.00022514602,156514,62812188,1555,1014830,0.005426094,21.744205,46697,23312.332580566406
0.5375,1.0929993,0.0002067458,156515,62814035,1555,1014830,0.008783456,13.329872,46701,23313.7248005867
0.578125,1.0889677,0.00026966832,156518,62815346,1555,1014830,0.0065840166,13.1207905,46702,23313.996529340744
0.63125,0.98831284,0.00030585084,156518,62815346,1555,1014830,0.0055396007,11.689785,46703,23314.2870824337
0.55625004,1.1568644,0.0001941877,156522,62816104,1555,1014830,0.009253021,29.500257,46704,23314.670424222946
0.56875,1.1265554,0.0002578944,156523,62816195,1555,1014830,0.0054801707,34.33028,46705,23315.777504205704
0.58750004,1.0083038,0.0002323223,156523,62816195,1555,1014830,0.006867922,16.956583,46707,23317.03705430031
0.584375,1.0868372,0.00021382386,156533,62821026,1555,1014830,0.009500431,23.668262,46708,23317.46074128151
0.6625,0.902846,0.00021645329,156535,62821384,1555,1014830,0.0033046152,13.258629,46709,23317.83247733116
0.625,1.004904,0.00022210405,156539,62828620,1555,1014830,0.0134167,64.21265,46711,23319.5565032959
0.60625,1.0555317,0.0002861608,156539,62828620,1555,1014830,0.005382616,17.024029,46712,23319.75190591812
0.615625,1.0311342,0.00025410103,156541,62828934,1555,1014830,0.0076529253,27.885174,46713,23320.273295879364
0.596875,1.0012567,0.00021594296,156542,62829038,1555,1014830,0.0036294768,18.65659,46714,23320.668157815933
0.546875,1.2685047,0.00027026128,156542,62829038,1555,1014830,0.007278705,27.539806,46715,23320.882032871246
0.596875,1.1064556,0.0002028422,156542,62829038,1555,1014830,0.0032793523,9.889544,46716,23321.418347120285
0.528125,1.1171402,0.00019171785,156547,62830532,1555,1014830,0.006946385,16.212326,46717,23321.613700151443
0.5625,1.1500181,0.00021004118,156548,62830772,1555,1014830,0.004484119,13.777288,46718,23321.995881319046
0.6625,0.93584377,0.00024857488,156551,62832480,1555,1014830,0.0050823945,18.614998,46719,23322.312424182892
0.584375,1.0916972,0.00021589051,156551,62832480,1555,1014830,0.0059553846,15.1037655,46720,23322.628863096237
0.640625,0.9483143,0.00021299432,156552,62832659,1555,1014830,0.019901263,45.231815,46721,23322.89997625351
0.58125,1.1120845,0.00019424215,156552,62832659,1555,1014830,0.007771315,21.166935,46722,23323.19553375244
0.596875,0.99485034,0.00020231256,156557,62844303,1555,1014830,0.0040665343,17.022224,46723,23323.90562939644
0.615625,1.0760566,0.00022691108,156558,62844428,1555,1014830,0.009330416,24.31724,46724,23324.30484032631
0.6,1.0982205,0.0002770983,156560,62844801,1555,1014830,0.0072047072,16.79108,46725,23324.780081033707
0.61875004,0.94220716,0.0002751112,156560,62844801,1555,1014830,0.0046287794,13.570351,46726,23325.43981862068
0.621875,1.0237477,0.0002744718,156562,62845994,1555,1014830,0.0075567425,23.654478,46727,23325.89261007309
0.625,1.0475775,0.00022116958,156572,62860787,1555,1014830,0.005561011,18.397392,46728,23326.485829114914
0.609375,1.0602242,0.0002313472,156572,62860787,1555,1014830,0.004276383,25.123253,46731,23327.59051322937
0.58750004,1.0729985,0.00025959834,156576,62861550,1555,1014830,0.012995868,28.172394,46733,23328.373732328415
0.61875004,0.98842955,0.00028347384,156577,62862820,1555,1014830,0.010003974,28.962845,46734,23328.851940631866
0.596875,1.1730007,0.00024280643,156577,62862820,1555,1014830,0.009793091,20.010893,46735,23329.685838222504
0.565625,1.1548758,0.0002630437,156580,62864169,1555,1014830,0.0040733116,7.4956217,46736,23329.998866319656
0.57187504,1.1330607,0.00019326681,156581,62864339,1555,1014830,0.004537887,9.010467,46737,23330.22838449478
0.575,1.0540198,0.00029232685,156581,62864339,1555,1014830,0.0053217104,19.54092,46738,23330.365334033966
0.53125,1.2123177,0.00018006122,156588,62866631,1555,1014830,0.009361012,29.270718,46739,23331.383529663086
0.553125,1.1174189,0.00028090537,156589,62866906,1555,1014830,0.0063711638,19.654192,46740,23331.745059728622
0.55625004,1.1467612,0.00021897897,156589,62866906,1555,1014830,0.004924353,11.335741,46741,23332.13740181923
0.57187504,0.9546114,0.00020548068,156589,62866906,1555,1014830,0.0077833617,20.281815,46742,23332.288543701172
0.64375,1.0185926,0.00019484312,156591,62876862,1555,1014830,0.016092611,65.81811,46743,23332.74541759491
0.57187504,1.0768064,0.00024025147,156595,62884712,1555,1014830,0.010360765,32.930946,46744,23332.990698814392
0.54375,1.1236448,0.00025050977,156599,62886082,1555,1014830,0.0069034086,21.159012,46745,23333.257210493088
0.55625004,1.1263535,0.00020506511,156600,62886237,1555,1014830,0.00413874,9.485417,46746,23333.963297843933
0.596875,1.0832593,0.00021011457,156601,62886494,1555,1014830,0.01275968,27.411846,46747,23334.572761535645
0.64375,1.0561184,0.00019927163,156608,62897084,1555,1014830,0.004011522,26.590937,46749,23335.58812236786
0.703125,0.79821414,0.00021501041,156608,62897084,1555,1014830,0.00497589,17.391006,46750,23335.837416648865
0.621875,1.0500029,0.00024300758,156610,62897758,1555,1014830,0.009185277,19.854126,46751,23335.96968102455
0.590625,1.035164,0.00021585578,156613,62901308,1555,1014830,0.0072465087,20.63495,46752,23336.740381002426
0.51875,1.2488474,0.00026311193,156614,62903563,1555,1014830,0.007166081,20.199974,46753,23337.70168852806
0.6375,1.01332,0.00021398827,156614,62903563,1555,1014830,0.0063607064,20.37162,46754,23338.19792866707
0.60312504,0.94877285,0.00024205624,156622,62912303,1555,1014830,0.007409759,10.755381,46755,23338.495463609695
0.6,1.0600874,0.00027807112,156623,62912557,1555,1014830,0.0060285395,16.76978,46756,23339.086193561554
0.565625,1.1100016,0.00024651596,156633,62917840,1555,1014830,0.002867036,10.233062,46757,23339.858705997467
0.61875004,0.9959467,0.00023326355,156633,62917840,1555,1014830,0.0063298857,16.073042,46760,23340.94308567047
0.63125,1.0471109,0.00023354543,156633,62917840,1555,1014830,0.0066013085,24.373024,46763,23342.02708053589
0.60312504,1.0278647,0.0002225467,156637,62926911,1555,1014830,0.007702007,20.801443,46765,23342.79947090149
0.57187504,1.1029555,0.00022368446,156637,62926911,1555,1014830,0.0053410837,14.633721,46766,23343.33769607544
0.6375,1.0096463,0.00021850904,156637,62926911,1556,1019940,0.005006396,23.818474,46767,23344.06470298767
0.58750004,1.0421438,0.00032935033,156642,62928070,1556,1019940,0.003292115,6.973418,46768,23344.354885339737
0.621875,0.9997536,0.00023922688,156644,62928268,1556,1019940,0.008200243,19.65704,46770,23345.63553595543
0.60312504,1.1117169,0.00020909663,156646,62933141,1556,1019940,0.0037311371,13.142939,46771,23346.25817847252
0.63125,0.96636623,0.00023320223,156647,62933512,1556,1019940,0.004684222,18.795498,46772,23346.491222143173
0.60312504,1.0433247,0.00030545075,156650,62936838,1556,1019940,0.0037470935,24.689201,46773,23346.933300971985
0.57187504,1.0734882,0.00019694553,156650,62936838,1556,1019940,0.0041462975,16.12547,46775,23347.710869073868
0.6,1.0570307,0.00023553426,156652,62938373,1556,1019940,0.011770171,28.217787,46776,23347.94271326065
0.58125,1.0549412,0.00021885354,156653,62938491,1556,1019940,0.0028782694,7.03986,46777,23348.335691690445
0.49687502,1.1988806,0.00024974748,156654,62939008,1556,1019940,0.0057412423,18.074316,46778,23348.696185588837
0.57187504,1.0283924,0.00022377342,156656,62939796,1556,1019940,0.007260914,19.054274,46779,23349.01113677025
0.57187504,1.1164601,0.0002501254,156657,62939945,1556,1019940,0.010772213,27.399632,46780,23349.376210451126
0.53125,1.2076648,0.0002214964,156658,62940100,1556,1019940,0.004969331,12.503574,46781,23349.906563043594
0.56875,1.1268021,0.00021677853,156667,62943982,1556,1019940,0.0046939207,13.501421,46782,23350.40758419037
0.55,1.081913,0.00019889073,156669,62947502,1556,1019940,0.00741364,18.115732,46783,23350.719388723373
0.521875,1.2226439,0.00022090436,156671,62948793,1556,1019940,0.010564133,36.93778,46784,23351.186434030533
0.6,1.0752773,0.00023835758,156674,62949682,1556,1019940,0.0051711495,14.291292,46785,23351.64807486534
0.609375,1.0811332,0.00031623137,156676,62949831,1556,1019940,0.006836201,13.473705,46786,23351.969866514206
0.57187504,1.1516149,0.0002837877,156676,62949831,1556,1019940,0.005276042,18.643219,46787,23352.171489953995
0.63125,1.0550798,0.00029990062,156676,62949831,1556,1019940,0.0081826225,15.181757,46788,23352.506021261215
0.590625,1.1008857,0.00022693933,156689,62968400,1556,1019940,0.006876463,21.938036,46789,23352.81064915657
0.58750004,1.0812036,0.00023303798,156689,62968400,1556,1019940,0.004468463,14.060106,46791,23354.87465953827
0.575,1.1033909,0.00020310526,156689,62968400,1556,1019940,0.005594895,17.325289,46793,23355.399621486664
0.5375,1.3213655,0.00034744837,156689,62968400,1556,1019940,0.004409778,14.117939,46794,23356.473673582077
0.51875,1.228986,0.00022393982,156689,62968400,1556,1019940,0.009730477,27.64686,46795,23356.79877781868
0.546875,1.1902288,0.00021794718,156690,62968587,1556,1019940,0.0041429307,11.19217,46796,23357.82012820244
0.59375,1.015725,0.00027826612,156690,62968587,1556,1019940,0.0060800267,13.6306095,46797,23357.967823028564
0.53125,1.1788743,0.00019632564,156696,62970482,1556,1019940,0.004082524,22.842274,46798,23358.79421901703
0.553125,1.1247609,0.00025417825,156702,62975516,1556,1019940,0.0027997624,11.783283,46799,23359.4019844532
0.5625,1.1343789,0.00022076511,156702,62975516,1556,1019940,0.0060437974,11.81752,46801,23359.69966173172
0.596875,1.1458098,0.00018604843,156703,62975576,1556,1019940,0.0074271117,18.848701,46802,23360.088522672653
0.621875,1.0159069,0.00020212615,156704,62975879,1556,1019940,0.009167834,24.293339,46803,23360.649542570114
0.584375,1.1583773,0.00036639487,156705,62975964,1556,1019940,0.0051994603,15.167296,46804,23361.02943944931
0.490625,1.2318321,0.00027717004,156706,62976174,1556,1019940,0.008117249,15.26307,46806,23362.208952903748
0.6,1.0629822,0.00030727737,156707,62976436,1556,1019940,0.005582756,18.208775,46807,23362.672063827515
0.60625,1.0122861,0.00028107295,156709,62977264,1556,1019940,0.004836436,17.627398,46808,23364.002581834793
0.54062504,1.1526973,0.00021164236,156709,62977264,1556,1019940,0.0071701035,17.134003,46809,23364.961926937103
0.6,0.97608083,0.00019126618,156710,62977356,1556,1019940,0.0063799205,13.062591,46810,23365.1923995018
0.609375,1.0659512,0.00022927446,156711,62977703,1556,1019940,0.007978497,22.665663,46811,23365.94855594635
0.621875,1.1037306,0.00035514074,156712,62978412,1556,1019940,0.0077579366,29.107609,46812,23366.3008415699
0.590625,1.1009673,0.00023286525,156714,62979021,1556,1019940,0.004326911,12.429449,46813,23366.463526248932
0.60312504,0.98074496,0.00022026492,156724,62994147,1556,1019940,0.0060437582,16.53785,46814,23366.860531568527
0.58125,1.122146,0.0002125077,156727,62995677,1556,1019940,0.004712151,11.437475,46815,23367.197677612305
0.57187504,1.1383946,0.0002829296,156727,62995677,1556,1019940,0.004228159,30.253967,46816,23367.37634754181
0.57187504,1.1040169,0.00029019846,156736,62999348,1556,1019940,0.009704465,20.831547,46817,23367.911334753036
0.5625,1.240888,0.00021539295,156736,62999348,1556,1019940,0.006919089,15.927566,46820,23369.034405708313
0.59375,1.0951515,0.00024003221,156737,63000096,1556,1019940,0.0032432994,18.022682,46824,23370.58856678009
0.590625,1.1473372,0.00021202448,156740,63001519,1556,1019940,0.0048253047,21.383156,46825,23371.36676120758
0.609375,1.0902871,0.00027329984,156740,63001519,1556,1019940,0.00580175,12.319937,46826,23372.38746547699
0.528125,1.1793253,0.00024631558,156741,63002415,1556,1019940,0.007563266,16.665684,46827,23373.040639400482
0.565625,1.1079929,0.0002699891,156742,63002585,1556,1019940,0.0047035436,17.011894,46828,23373.796494483948
0.61875004,1.018174,0.0002138189,156743,63002908,1556,1019940,0.003399605,12.592621,46829,23374.475718021393
0.55625004,1.1461605,0.00029560743,156747,63008870,1556,1019940,0.0038459483,13.361771,46830,23374.825941085815
0.590625,1.0110734,0.00025185276,156751,63012560,1556,1019940,0.009525991,19.811306,46831,23375.24079799652
0.46875,1.2930331,0.00021897182,156752,63013812,1556,1019940,0.009787178,20.365755,46832,23375.545476675034
0.6,1.0447168,0.00026671015,156756,63015554,1556,1019940,0.00505475,17.248827,46833,23375.884026765823
0.60312504,0.9907636,0.00023137257,156757,63015726,1556,1019940,0.00838915,20.252869,46834,23376.226620912552
0.54375,1.1966689,0.0003435071,156758,63016062,1556,1019940,0.0067407065,15.792103,46835,23376.776588201523
0.6125,1.0140133,0.00023388937,156760,63018248,1556,1019940,0.0070355386,19.569485,46836,23377.30171251297
0.575,1.1223465,0.00028473994,156761,63018576,1556,1019940,0.0045015756,17.748446,46837,23377.667935609818
0.54062504,1.1800774,0.00025469318,156761,63018576,1556,1019940,0.0075674597,15.325436,46838,23378.006043434143
0.584375,1.1416711,0.00023269,156762,63018907,1556,1019940,0.007499488,15.289787,46839,23378.42282795906
0.609375,1.0009239,0.00022512166,156765,63019266,1556,1019940,0.0065495465,19.801155,46840,23378.622582674026
0.596875,1.0805874,0.00034211134,156769,63026822,1556,1019940,0.0059205885,28.272623,46841,23378.807817459106
0.575,1.071482,0.00028090389,156769,63026822,1556,1019940,0.0039962726,18.491684,46842,23378.99377512932
0.6,1.0297451,0.0002248026,156771,63028770,1556,1019940,0.009600099,30.453009,46844,23380.67515015602
0.565625,1.0546385,0.00025196563,156774,63029537,1556,1019940,0.010051464,27.940628,46845,23381.23963713646
0.63437504,1.032928,0.0002468168,156775,63029641,1556,1019940,0.0063665896,25.85981,46846,23381.579217672348
0.63437504,0.9910308,0.00019408004,156777,63031738,1556,1019940,0.00469358,23.280487,46847,23381.771028995514
0.596875,1.0800834,0.00023391648,156780,63032632,1556,1019940,0.009511284,26.357328,46848,23381.968722343445
0.578125,1.1347862,0.00026343224,156794,63053282,1556,1019940,0.0026541594,11.99633,46849,23382.21616744995
0.61875004,1.101296,0.00019499997,156795,63053657,1556,1019940,0.003483532,7.539648,46852,23383.546717882156
0.628125,1.122642,0.00022068822,156795,63053657,1556,1019940,0.009414862,24.715385,46856,23384.667558908463
0.553125,1.1516141,0.00019162282,156798,63054229,1556,1019940,0.006376757,53.78305,46857,23384.92716240883
0.628125,0.9975996,0.00023393627,156799,63054318,1556,1019940,0.00816128,30.577541,46858,23385.142164230347
0.54375,1.220409,0.00031122423,156799,63054318,1556,1019940,0.004459711,15.19679,46859,23386.28198671341
0.590625,1.1024022,0.0002945591,156804,63055390,1556,1019940,0.0073807053,17.523022,46861,23386.725533246994
0.596875,1.1453829,0.00021135567,156804,63055390,1556,1019940,0.003926722,10.925816,46862,23387.03148293495
0.58750004,1.048227,0.00024544616,156804,63055390,1556,1019940,0.0052773207,20.122902,46863,23387.50602388382
0.590625,1.0165781,0.00022798996,156809,63056789,1556,1019940,0.002663777,22.195366,46864,23388.240434408188
0.615625,1.045624,0.0002547875,156809,63056789,1556,1019940,0.006527693,13.404255,46865,23388.769694805145
0.615625,0.9726817,0.0002489311,156812,63059552,1556,1019940,0.0047096172,13.591032,46866,23389.043557167053
0.6375,0.9733248,0.0002177049,156813,63060183,1556,1019940,0.0073558865,18.653118,46867,23389.57183265686
0.559375,1.1251296,0.00026430705,156814,63060341,1556,1019940,0.0054665394,19.638737,46868,23390.11857485771
0.58750004,1.1672354,0.00023975786,156815,63060578,1556,1019940,0.009463258,30.718847,46869,23390.660207271576
0.653125,0.9449692,0.00021683774,156816,63060772,1556,1019940,0.0047088824,14.220079,46870,23393.181614637375
0.534375,1.164971,0.0002009113,156816,63060772,1556,1019940,0.00703202,16.08556,46872,23395.99472260475
0.534375,1.1135826,0.00025657634,156817,63061072,1556,1019940,0.009394944,34.90414,46873,23397.149527788162
0.55,1.324604,0.0002973845,156820,63062655,1556,1019940,0.004311406,20.337559,46874,23397.681123495102
0.578125,1.0928138,0.00024143432,156821,63065674,1556,1019940,0.0039953156,17.115753,46875,23397.95625257492
0.60312504,0.9797074,0.00022676455,156826,63068012,1556,1019940,0.004515173,11.271785,46876,23398.16139626503
0.58750004,0.99672717,0.00020165171,156826,63068012,1556,1019940,0.0057065515,20.441513,46877,23398.54872727394
0.615625,1.0583705,0.00024070044,156826,63068012,1556,1019940,0.004223603,11.990934,46878,23398.787556648254
0.553125,1.1712939,0.0003018318,156830,63070620,1556,1019940,0.006813016,20.693396,46879,23399.106639623642
0.653125,0.9963674,0.0002621198,156831,63070904,1556,1019940,0.0046320055,22.541508,46880,23399.45694565773
0.60312504,1.0763662,0.00022901867,156832,63072007,1556,1019940,0.0015570449,29.658575,46881,23399.82608652115
0.559375,1.1173075,0.0002503414,156842,63074993,1556,1019940,0.00732143,19.886608,46882,23400.368329524994
0.640625,1.0015013,0.00023485716,156842,63074993,1556,1019940,0.006661209,18.500614,46887,23401.337971687317
0.575,1.1361499,0.0002819529,156847,63080475,1556,1019940,0.0048238738,17.787401,46889,23402.282522439957
0.590625,1.1027476,0.0002219221,156847,63080475,1556,1019940,0.006662498,19.800896,46890,23402.720309734344
0.55,1.1969287,0.0002327953,156848,63080700,1556,1019940,0.009915633,28.983746,46892,23403.165628910065
0.55625004,1.1562604,0.00026437567,156849,63080784,1556,1019940,0.0050881095,12.248264,46893,23403.509641885757
0.609375,1.0620447,0.00020178278,156849,63080784,1556,1019940,0.0056848843,17.870491,46894,23403.703313589096
0.596875,1.0854504,0.00026665782,156850,63082206,1556,1019940,0.003133788,18.143919,46895,23404.03843975067
0.578125,1.0786103,0.00026059663,156853,63082614,1556,1019940,0.0063026072,19.389189,46896,23404.30893278122
0.60312504,1.1237235,0.00026141014,156854,63083055,1556,1019940,0.004743513,12.908899,46897,23404.597925662994
0.575,1.0974802,0.00027514223,156855,63089805,1556,1019940,0.0037319013,12.66822,46898,23404.980037927628
0.60625,1.105394,0.0002621661,156862,63092813,1556,1019940,0.003749405,14.319101,46899,23405.246055841446
0.57187504,1.0361645,0.00022049877,156862,63092813,1556,1019940,0.007121451,22.50192,46900,23406.019506454468
0.58125,1.0743492,0.00027993228,156863,63096531,1556,1019940,0.003644964,11.8059025,46901,23406.46256875992
0.575,1.1264563,0.00025359663,156863,63096531,1556,1019940,0.0063475687,18.699703,46902,23407.76577115059
0.646875,1.0202616,0.00023516301,156865,63096985,1556,1019940,0.006349602,22.973549,46903,23408.300560235977
0.55625004,1.0204052,0.00022979557,156865,63096985,1556,1019940,0.003432166,16.423275,46904,23408.78956437111
0.609375,0.99377346,0.00020915722,156871,63106487,1556,1019940,0.0038470333,7.5120835,46905,23409.468129873276
0.578125,1.1057781,0.0001955862,156872,63107544,1556,1019940,0.008357246,31.2227,46906,23409.89192342758
0.609375,1.0422769,0.00018618326,156873,63114222,1556,1019940,0.0051982477,15.692649,46908,23410.434824943542
0.584375,1.0377897,0.00021295362,156876,63116992,1556,1019940,0.0071399203,50.006584,46909,23410.752615213394
0.60312504,1.0330362,0.00031505764,156876,63116992,1556,1019940,0.0034680122,20.734406,46910,23411.35143136978
0.546875,1.211728,0.0001997985,156876,63116992,1556,1019940,0.006287716,18.123934,46911,23411.497502326965
0.621875,0.9938602,0.00028505494,156876,63116992,1556,1019940,0.004303912,18.046482,46912,23411.798056602478
0.575,1.0842469,0.00025002006,156877,63117113,1556,1019940,0.0044283513,12.004204,46913,23412.876846790314
0.609375,1.0499405,0.00028542904,156879,63117550,1556,1019940,0.0024833917,23.314108,46914,23413.289296388626
0.534375,1.1399193,0.00022242396,156886,63118879,1557,1023111,0.0059082396,14.93479,46915,23413.51140356064
0.53125,1.146431,0.00026491386,156886,63118879,1557,1023111,0.0062069846,18.523449,46917,23414.56889986992
0.63437504,0.90532345,0.00022957181,156886,63118879,1557,1023111,0.004675168,16.608868,46918,23415.144986391068
0.553125,1.178735,0.0002511057,156886,63118879,1557,1023111,0.0038861781,15.704934,46919,23415.362723827362
0.565625,1.1888767,0.00020091352,156888,63119781,1557,1023111,0.008563966,21.685585,46920,23415.762345314026
0.56875,1.0445851,0.00022391652,156893,63125986,1557,1023111,0.00398207,18.166397,46921,23416.06571173668
0.521875,1.1298398,0.0001800857,156897,63126964,1557,1023111,0.0073978966,27.013577,46922,23416.363734960556
0.58750004,1.1762098,0.00025045298,156897,63126964,1557,1023111,0.0049431236,11.664625,46924,23417.512179613113
0.6125,1.0468096,0.0002082679,156898,63128084,1557,1023111,0.004877122,20.223866,46925,23417.850953817368
0.63437504,1.0476066,0.00025235975,156901,63129142,1557,1023111,0.005874427,16.230314,46926,23418.18034696579
0.528125,1.2421187,0.00024883385,156902,63129550,1557,1023111,0.006329834,23.744982,46927,23418.63048672676
0.58750004,1.037275,0.00019987156,156903,63129762,1557,1023111,0.0075128404,21.010826,46928,23418.88950061798
0.546875,1.0893213,0.00018980431,156905,63130283,1557,1023111,0.010754383,27.763374,46929,23419.223343372345
0.578125,1.0692501,0.00024686288,156905,63130283,1557,1023111,0.0075793536,19.826855,46930,23419.476246356964
0.553125,1.1251878,0.00023088577,156914,63134216,1557,1023111,0.005424378,16.408932,46931,23419.785612344742
0.578125,1.042695,0.00021084608,156916,63135237,1557,1023111,0.013382849,43.726677,46932,23420.57452750206
0.596875,1.1085867,0.00021593452,156919,63143070,1557,1023111,0.004136422,12.5039625,46933,23420.87118601799
0.5625,1.1254532,0.00021341043,156919,63143070,1557,1023111,0.0070585967,15.101477,46934,23421.404574155807
0.596875,1.1681004,0.00023946795,156919,63143070,1557,1023111,0.007707187,17.906303,46935,23421.808058023453
0.50937504,1.1744386,0.0003850125,156919,63143070,1557,1023111,0.006376512,16.000097,46936,23422.08673286438
0.6125,1.0955602,0.00019694949,156921,63143463,1557,1023111,0.0051094433,14.769894,46937,23422.41500067711
0.59375,1.0616474,0.00024560193,156925,63144856,1557,1023111,0.0062411516,19.551033,46938,23422.800948619843
0.60312504,1.1041113,0.0002258329,156927,63145960,1557,1023111,0.0056866626,17.196045,46939,23423.417428970337
0.621875,0.997982,0.00026233704,156930,63146816,1557,1023111,0.007779565,16.672398,46940,23423.749134540558
0.5625,1.1754031,0.00025592936,156930,63146816,1557,1023111,0.007071962,14.27853,46941,23424.347051858902
0.6125,1.1020517,0.000277609,156930,63146816,1557,1023111,0.0036575436,11.039181,46942,23424.67438530922
0.596875,1.0954506,0.00027262597,156930,63146816,1557,1023111,0.003727018,12.735016,46943,23424.99160838127
0.60625,0.97286665,0.00018397193,156930,63146816,1557,1023111,0.00530538,15.07471,46944,23425.314137220383
0.621875,0.9819956,0.00024228408,156934,63149655,1557,1023111,0.005401834,13.54977,46946,23426.4626660347
0.52500004,1.2168273,0.00022584126,156941,63153526,1557,1023111,0.0049036196,10.893358,46947,23426.709763526917
0.596875,1.0311774,0.0002080638,156941,63153526,1557,1023111,0.0042026006,14.366762,46948,23427.054255008698
0.58125,1.1027224,0.00031638384,156941,63153526,1557,1023111,0.008211711,20.054432,46949,23427.490093946457
0.578125,1.0927805,0.00029715127,156941,63153526,1557,1023111,0.006558357,17.643038,46950,23427.78368639946
0.64375,0.9791817,0.00023312871,156943,63154043,1557,1023111,0.005861626,22.625769,46951,23427.988313913345
0.640625,0.9759745,0.0002836776,156943,63154043,1557,1023111,0.0038765706,17.620922,46952,23428.99778366089
0.565625,1.0475891,0.00022770106,156947,63154743,1557,1023111,0.0055023553,18.989538,46953,23429.48651766777
0.553125,1.1844982,0.0002324346,156947,63154743,1557,1023111,0.007205633,17.900524,46955,23430.414059638977
