Mean Distillation Alpha,action_mean_time,actor_episodes,actor_steps,env_step_mean_time,episode_length,episode_return,evaluator_episodes,evaluator_steps,intrinsic_rewards_mean,intrinsic_rewards_sum,is_eval,learner_steps,learner_time_elapsed,mixture_idx,observe_mean_time,steps_per_second
1.2072877278433571,0.03942327907830825,157314,63433936,0.4925100175926362,1264,400.0,1561,1028424,20.57481063660897,26027.135455310345,0,47160,23527.38849401474,6,0.01978089487436338,1.8044608257851606
1.4314365619606626,0.04054278736109491,157458,63551206,0.5054497170624477,1445,400.0,1562,1029869,17.907621245187183,25894.420320540667,0,47225,23554.55517554283,7,0.019113603940507103,1.7606638903165677
1.1855080979512937,0.04415003775898346,157511,63577572,0.5139569761647458,564,400.0,1563,1030433,19.96211067285158,11278.592530161142,0,47255,23570.270347833633,8,0.020435680652302293,1.7156076471736577
1.0861325445788417,0.03785060959852681,157611,63630997,0.5059053543065297,1213,400.0,1564,1031646,9.401045677517548,11412.869452506304,0,47310,23592.71984243393,0,0.020072161493009465,1.764750487043334
1.2074225635705171,0.0406801761642176,158223,64039325,0.5042068677801053,6750,400.0,1565,1038396,15.215466935053488,102719.6172785461,0,47624,23735.959010601044,1,0.019303488556215866,1.7654311023224265
1.3481622767575243,0.0393545573794983,158576,64297346,0.5038702700660461,3760,400.0,1566,1042156,22.727362571474846,85477.6106313169,0,47800,23822.25847554207,2,0.01882326991402651,1.7738927897919403
1.3293176201628123,0.038740889703173534,158759,64417346,0.4851604381624099,2014,400.0,1567,1044170,18.12028704435003,36512.37839436531,0,47892,23859.949066638947,3,0.020573103469522493,1.8250052348846881
1.2046748776426663,0.03760221704943224,158842,64465304,0.5016951891792287,1038,400.0,1568,1045208,19.00990982008049,19751.29630306363,0,47940,23882.393885850906,4,0.020016095736083084,1.7768197575102411
1.2706729463908983,0.0348364293482492,158877,64497330,0.4760806597999139,345,100.0,1569,1045553,15.19694942399601,5258.14450070262,0,47955,23887.341714143753,5,0.017314208614255262,1.85868998392322
1.2767866845347582,0.03868169332178694,159144,64653631,0.4938281009880904,2619,400.0,1570,1048172,21.00369681202956,55029.68564751744,0,48075,23944.90696167946,6,0.019172736646461453,1.8052167861477209
1.700583526515709,0.04510436816881122,159192,64688242,0.5233646734539094,379,400.0,1571,1048551,28.725047833041142,10915.518176555634,0,48091,23951.533248901367,7,0.02320017055158336,1.674856993536959
1.5103856121048782,0.038347082105610754,159261,64743643,0.49660408092097374,660,400.0,1572,1049211,25.691775088275975,16982.26333335042,0,48123,23967.032075881958,8,0.019511093580711698,1.7834941745993298
1.0444775071549923,0.050019700957064026,159283,64756301,0.47521260006350474,188,400.0,1573,1049399,16.587722878607494,3135.079624056816,0,48133,23970.90058708191,0,0.020964464569183196,1.786502513462866
1.1238337190527665,0.040635356734365864,159341,64786530,0.5063913188146206,475,400.0,1574,1049874,13.097876831763932,6234.589371919632,0,48154,23981.434356451035,1,0.0202909757176071,1.7143673476135473
1.1278653431567172,0.04162086791581266,159419,64821716,0.5207202781057096,607,400.0,1575,1050481,14.539461350460586,8839.992501080036,0,48185,23996.08944773674,2,0.02249709602166888,1.6953927326378178
1.1931667132811112,0.03964109730447738,159439,64826192,0.49198925422249223,220,100.0,1576,1050701,15.09500193649827,3335.995427966118,0,48194,23998.67462015152,3,0.020163876409126466,1.766072562058636
1.1538759539483348,0.039768429043877854,159630,64956093,0.4969924640239743,1681,400.0,1577,1052382,18.51105374788841,31135.592403948307,0,48267,24030.72170996666,4,0.020268954025651216,1.7865509004103624
1.2811085873003358,0.040176798335287325,160310,65321206,0.4837695586760399,6750,400.0,1578,1059132,16.581351032730844,111940.70082196593,0,48573,24183.67111992836,6,0.019815346217405966,1.8327702116012887
1.8676086011244424,0.04353716745737901,160346,65338776,0.49936104139202536,398,400.0,1579,1059530,33.556780418058985,13389.155386805534,0,48593,24194.296900749207,7,0.02106787551981403,1.7381604233637376
1.1982673431180186,0.03895141519932728,160488,65439571,0.5168708788293338,1358,100.0,1580,1060888,20.722429523843452,28161.78172290325,0,48658,24224.886009693146,8,0.021039060831408305,1.7224512688208267
1.2821299520698755,0.03157129769136412,160504,65449406,0.4800189389129849,185,100.0,1581,1061073,19.773539567346212,3677.878359526396,0,48662,24226.60049343109,0,0.019997424902740514,1.84989767199543
1.2126824868622648,0.04322882120419021,160576,65486711,0.4936085158983441,651,400.0,1582,1061724,14.18234707812773,9246.89029493928,0,48692,24240.144367933273,1,0.017862995310510207,1.7747412484259695
1.1400219322302376,0.039384551797700194,160779,65589779,0.5023847445059447,1814,400.0,1583,1063538,13.835124425027653,25110.75083142519,0,48779,24279.062472105026,2,0.019970619678460415,1.7721125472637989
1.6686370958716183,0.034476904267525615,160806,65603731,0.5032408179660891,236,400.0,1584,1063774,22.011879062350793,5216.815337777138,0,48788,24282.386546373367,4,0.017367150466501915,1.76906343653279
1.452277714099418,0.040356282134045685,160917,65669131,0.4779673499578953,1187,400.0,1585,1064961,25.528189262833056,30327.488844245672,0,48843,24308.007368564606,6,0.020097065251810976,1.8437730114767705
1.1667070414538265,0.04192274191095209,161187,65829236,0.5129930356376954,2732,400.0,1586,1067693,21.13388533634534,57758.908624231815,0,48973,24371.96868300438,7,0.020454200756624286,1.7316508823588048
1.1834931588484063,0.04223226017221954,161298,65912248,0.49151932394064507,1226,400.0,1587,1068919,14.955004143078538,18349.790083557367,0,49028,24394.8343398571,1,0.019639959677218342,1.7971546158802119
1.0219121047271236,0.03904794803710234,161355,65955475,0.47912848261028934,649,100.0,1588,1069568,5.43848839874451,3535.0174591839314,0,49058,24409.705510616302,2,0.023451720804267724,1.8137351771212933
1.703106461522671,0.03635521141366273,161385,65970733,0.4780377451752429,416,400.0,1589,1069984,31.579423287575192,13168.619510918856,0,49074,24415.453587770462,4,0.020374480312896664,1.8590885219665656
1.2148703684673063,0.0392318446631967,161494,66047981,0.4923693421546552,1319,400.0,1590,1071303,21.992075358760175,29029.539473563433,0,49132,24442.095836639404,6,0.02108945135095175,1.7986197075136545
1.2021473049511138,0.038477201998055086,161578,66123114,0.4880614040459518,983,400.0,1591,1072286,19.917329160511738,19598.65189394355,0,49186,24464.98261332512,7,0.021148173686512842,1.8096448581724136
1.0127466095953572,0.03706790983531292,161632,66153341,0.5099971272839514,588,100.0,1592,1072874,3.995705373117191,2353.4704647660255,0,49210,24474.374558210373,1,0.021048429401217823,1.7478920918591334
1.237992118689787,0.038734963460051106,161893,66350565,0.47830791408083234,3123,400.0,1593,1075997,20.091734503318346,62766.57858836651,0,49352,24543.824714899063,4,0.01887226338335339,1.8550106837415459
1.4308763916506047,0.03910294668359473,161991,66410805,0.46644625835749354,1404,400.0,1594,1077401,23.86149009292236,33525.393580555916,0,49413,24574.596739292145,6,0.020681627243809484,1.8892518672439236
1.2214828229244845,0.04030514012428884,162108,66494387,0.5021556756283595,1701,400.0,1595,1079102,22.819448785464576,38838.70183286071,0,49493,24608.80340218544,7,0.02147884662405278,1.763097783640817
1.2374674296970547,0.04207302851840096,162180,66549692,0.5023116421096524,1169,400.0,1596,1080271,20.588355551749213,24088.37599554658,0,49548,24633.981908798218,4,0.020543711438044704,1.7585306889263277
1.3740650060141615,0.03622854345798116,162205,66576000,0.5100263546720526,406,400.0,1597,1080677,23.555083000396333,9586.918781161308,0,49566,24642.896911382675,6,0.019375524704337115,1.7221214210066318
1.2627102242859076,0.04326541183054976,162233,66596653,0.4879573508771302,561,400.0,1598,1081238,24.188463456424955,13593.916462510824,0,49593,24654.147028923035,7,0.024461454212160883,1.7748400824276684
1.4591242718758202,0.03907007856833874,162257,66629691,0.488782584447423,387,400.0,1599,1081625,23.62773916563115,9167.562796264887,0,49610,24660.329723596573,4,0.023546767702366186,1.7874499035318454
1.6350050712126103,0.03737483575719741,162301,66683881,0.4706793742302558,627,400.0,1600,1082252,25.877781066070696,16251.246509492397,0,49640,24675.97074151039,6,0.018752588918668395,1.8719858342226943
1.0971280551846698,0.042939942264852794,162333,66720944,0.5198727145462907,509,400.0,1601,1082761,20.53899426980346,10474.887077599764,0,49667,24686.915916204453,7,0.02207436582126974,1.6930364471406163
1.1369841881489111,0.039166990541120245,162647,67018237,0.5053667504668065,5122,400.0,1602,1087883,20.02152686054623,102570.28210657835,0,49906,24792.903576135635,4,0.018848705538904456,1.767992945247626
1.2215945689320493,0.040496702633125374,162905,67272073,0.5039965869744072,3346,400.0,1603,1091229,15.556228934106878,52066.69824245572,0,50062,24866.320308208466,6,0.019265676003392,1.7650400639048047
1.4339479994245785,0.03972057385137687,163009,67365428,0.5081697020935678,1219,400.0,1604,1092448,26.65816262044379,32522.958396941423,0,50121,24893.206060886383,7,0.019115525082991802,1.7507539017527742
1.238690573361612,0.03901879495334147,163053,67392113,0.48316394591787565,620,400.0,1605,1093068,24.56901576222429,15257.358788341284,0,50150,24907.591294050217,4,0.01975621835452095,1.829762026709824
1.2043621848239874,0.043595943637814695,163128,67460455,0.5089559637038614,793,400.0,1606,1093861,21.707662039724944,17235.883659541607,0,50185,24923.949955701828,6,0.02094602863532817,1.7132016986736
1.1895127909145786,0.04149378230722774,163384,67641209,0.504227949330844,2971,400.0,1607,1096832,14.89054786209343,44254.70824614167,0,50327,24989.566598653793,7,0.0200644701736956,1.7609959775210247
1.441027785431255,0.037922612383755966,163464,67682452,0.5122774290941875,880,400.0,1608,1097712,30.201621583249594,26607.62861484289,0,50371,25009.41218137741,4,0.01849004107103114,1.7470789466630874
1.149230644700199,0.04157791425426905,163646,67804594,0.5108437418050629,1758,400.0,1609,1099470,19.705999920658254,34662.85386043787,0,50454,25046.463050603867,6,0.01920289428039749,1.7363583238011848
1.3036780979468556,0.03962432451352276,163730,67859507,0.5024244071001499,709,400.0,1610,1100179,23.963761255103098,17014.2704911232,0,50486,25060.73167538643,7,0.020190463238494268,1.7594392997577202
1.2951708826915358,0.045122266584423025,163797,67895071,0.5066250040163189,738,400.0,1611,1100917,22.588885733013385,16693.18655669689,0,50523,25078.199862003326,4,0.020325291585510025,1.7233663965524668
1.2263738520394458,0.04123500335542221,163923,67971387,0.49045919144022154,1369,400.0,1612,1102286,24.578377068303798,33672.3765835762,0,50585,25104.79093670845,6,0.02122202249169193,1.7971489847139137
2.4275416414255857,0.043211074628745905,163997,68025544,0.48152606001435755,762,400.0,1613,1103048,39.92534709437646,30463.039833009243,0,50618,25121.29723405838,7,0.01908976591322504,1.8136502579056166
1.0193707332182467,0.04172163763615889,164045,68046446,0.5254126430426664,445,400.0,1614,1103493,20.426057793768,9110.021776020527,0,50642,25132.625226020813,4,0.018449032959577973,1.6857106045508345
1.0071196329960217,0.039542042277680246,164287,68194254,0.49597723128842874,2309,100.0,1615,1105802,16.26770868242045,37578.40705639124,0,50741,25177.643495321274,6,0.020612595045825948,1.7830400305762732
1.0685735547255055,0.04506681300266393,164387,68269375,0.5096179324657749,1078,400.0,1616,1106880,15.274896725777458,16481.613567113876,0,50797,25204.47846341133,7,0.02056085427204434,1.7163698234377198
1.2075650401548905,0.040725315158316254,164505,68336769,0.5142596926806304,1100,400.0,1617,1107980,18.88517085324083,20792.573109418154,0,50851,25226.36577630043,4,0.018324191196125782,1.7334940992812937
1.2692582741478422,0.03878628273819288,164616,68399704,0.49418555052326796,1359,400.0,1618,1109339,20.71074439793387,28166.61238119006,0,50912,25256.882452249527,7,0.019856493676142464,1.791400551951812
1.2212292394646398,0.04041972758031798,164715,68458155,0.48457225286875766,1144,400.0,1619,1110483,20.944518045358784,23981.473161935806,0,50964,25279.558149814606,4,0.020291118993007878,1.8229362912985285
1.1716339902834028,0.03656159458135849,164839,68531955,0.4902886332455572,1307,400.0,1620,1111790,21.85289839233645,28583.591097176075,0,51023,25307.500660181046,7,0.02137752220343407,1.8057318983344985
1.150168720150801,0.04288129505445939,164917,68582040,0.5264797548271927,827,100.0,1621,1112617,11.953252185154076,9897.292809307575,0,51065,25324.495732545853,4,0.019903799654273885,1.686142886713242
1.2566516877538454,0.04035833165258278,165162,68745578,0.5105892880495206,2533,400.0,1622,1115150,23.494142284603598,59534.156549185514,0,51183,25372.252833604813,7,0.020061718118766766,1.7422076657356473
1.2860706816157188,0.03807677631439231,165300,68860289,0.4563147772403659,1482,400.0,1623,1116632,21.6762719532966,32145.911306738853,0,51247,25402.092120409012,7,0.021596825887297794,1.9236018599304214
1.193721223364071,0.04233022842028211,165444,68928873,0.5062207220163102,1470,400.0,1624,1118102,17.701148374096057,26038.389258295298,0,51319,25432.45863032341,7,0.01976831239383061,1.746328846349145
1.2108051970380247,0.042283463853233054,165735,69121762,0.5033369256255258,2834,400.0,1625,1120936,20.11255643540169,57019.097494363785,0,51447,25487.541412591934,7,0.02124583670680531,1.754031665341749
1.244070096287811,0.039805278103226,165942,69254525,0.4813390012603856,2280,400.0,1626,1123216,18.2491348952852,41626.276696145535,0,51554,25539.118498325348,7,0.02097283384828188,1.8352532928716914
1.273547697668948,0.04071578609776222,166115,69341529,0.515570726273653,1585,400.0,1627,1124801,26.00561129524458,41244.89951425791,0,51626,25574.05991792679,7,0.01842523828467056,1.7244328145703427
1.054783594672513,0.04453671547067525,166245,69447367,0.5157209816722931,1114,0.0,1628,1125915,8.756992261078326,9764.046371102333,0,51682,25599.97452902794,7,0.019752324016872814,1.711154126873176
1.3424824184247741,0.04127355607955058,166417,69540968,0.5148590323361761,1829,400.0,1629,1127744,20.579986599869414,37661.37547776103,0,51769,25643.40414071083,4,0.01824991765859531,1.7298426866404932
1.154840546704177,0.04048844801186539,166624,69640883,0.49812621516388395,2389,100.0,1630,1130133,15.196170883123845,36318.84841066599,0,51875,25696.678922891617,4,0.0211772534574893,1.779254606686255
1.2700790741678167,0.04202959385632937,166774,69755558,0.5204974122818503,1657,400.0,1631,1131790,22.33883562207725,37037.789461404085,0,51961,25737.735089302063,7,0.02048509486975313,1.7086815144609337
